     1	100.00
     2	100.00
     3	99.98
     4	99.99
     5	99.96
     6	99.98
     7	99.96
     8	99.96
     9	99.95
    10	99.97
    11	99.98
    12	100.00
    13	100.00
    14	99.98
    15	99.97
    16	99.98
    17	100.00
    18	100.00
    19	100.00
    20	99.99
    21	99.99
    22	99.97
    23	99.98
    24	99.96
    25	99.96
    26	99.96
    27	99.97
    28	99.99
    29	100.00
    30	99.98
    31	99.95
    32	99.98
    33	99.99
    34	100.00
    35	99.99
    36	99.95
    37	99.99
    38	99.98
    39	99.97
    40	99.99
    41	99.97
    42	99.96
    43	99.96
    44	99.98
    45	99.98
    46	99.99
    47	99.99
    48	99.96
    49	99.98
    50	99.99
    51	100.00
    52	100.00
    53	99.99
    54	99.95
    55	99.98
    56	99.97
    57	99.99
    58	99.97
    59	99.96
    60	99.95
    61	99.97
    62	99.95
    63	99.99
    64	99.98
    65	99.97
    66	99.99
    67	99.99
    68	99.99
    69	100.00
    70	100.00
    71	100.00
    72	99.95
    73	99.97
    74	99.99
    75	99.98
    76	99.97
    77	99.94
    78	99.98
    79	99.99
    80	99.94
    81	99.98
    82	99.99
    83	99.99
    84	100.00
    85	99.99
    86	99.99
    87	99.98
    88	99.97
    89	99.97
    90	99.96
    91	100.00
    92	99.97
    93	99.96
    94	99.94
    95	99.96
    96	99.99
    97	99.97
    98	99.96
    99	99.98
   100	99.98
   101	100.00
   102	100.00
   103	99.98
   104	99.99
   105	99.99
   106	99.96
   107	99.96
   108	99.97
   109	100.00
   110	99.99
   111	99.95
   112	99.91
   113	99.98
   114	99.99
   115	99.96
   116	99.99
   117	99.98
   118	99.98
   119	100.00
   120	100.00
   121	99.99
   122	99.99
   123	99.99
   124	99.96
   125	99.97
   126	99.97
   127	100.00
   128	99.99
   129	99.96
   130	99.92
   131	99.98
   132	99.97
   133	99.97
   134	99.99
   135	99.97
   136	99.99
   137	100.00
   138	100.00
   139	99.99
   140	99.99
   141	100.00
   142	99.97
   143	99.96
   144	99.97
   145	100.00
   146	99.99
   147	99.96
   148	99.91
   149	99.97
   150	99.99
   151	99.98
   152	99.99
   153	99.97
   154	99.99
   155	100.00
   156	100.00
   157	100.00
   158	99.99
   159	100.00
   160	99.97
   161	99.96
   162	99.99
   163	99.98
   164	99.99
   165	99.95
   166	99.94
   167	99.97
   168	99.97
   169	100.00
   170	99.99
   171	99.97
   172	99.99
   173	100.00
   174	100.00
   175	100.00
   176	99.98
   177	99.99
   178	99.99
   179	99.96
   180	99.99
   181	99.98
   182	99.98
   183	99.95
   184	99.95
   185	99.99
   186	99.98
   187	99.99
   188	99.98
   189	99.98
   190	99.99
   191	100.00
   192	100.00
   193	100.00
   194	99.98
   195	99.99
   196	99.97
   197	99.99
   198	99.97
   199	99.98
   200	99.96
   201	99.97
   202	99.99
   203	99.98
   204	100.00
   205	99.99
   206	99.98
   207	99.99
   208	100.00
   209	100.00
   210	100.00
   211	99.99
   212	99.97
   213	99.97
   214	99.99
   215	99.97
   216	99.96
   217	99.98
   218	99.97
   219	99.97
   220	99.98
   221	99.99
   222	99.98
   223	99.99
   224	99.99
   225	100.00
   226	100.00
   227	100.00
   228	100.00
   229	99.97
   230	99.96
   231	99.97
   232	99.96
   233	99.96
   234	99.98
   235	99.97
   236	99.94
   237	99.98
   238	99.99
   239	99.99
   240	100.00
   241	99.99
   242	100.00
